client,document_type,created_at,segment
5631,11,2020-03-01,M
5632,14,2021-03-01,H
5633,14,2021-01-01,I
5634,11,2022-01-01,I
5635,14,2021-10-01,M
5636,14,2020-06-01,I
5637,11,2021-05-01,K
5638,14,2020-05-01,O
5639,11,2021-03-01,K
5640,11,2020-12-01,K
5641,14,2022-09-01,E
5642,14,2022-08-01,E
5643,14,2022-10-01,K
5644,14,2019-09-01,K
5645,11,2022-08-01,G
5646,14,2020-11-01,E
5647,11,2020-12-01,J
5648,11,2021-07-01,I
5649,14,2021-08-01,M
5650,14,2021-10-01,E
5651,11,2021-04-01,M
5652,14,2021-10-01,E
5653,14,2021-07-01,O
5654,14,2021-07-01,H
5655,14,2021-07-01,E
5656,11,2020-09-01,O
5657,11,2021-09-01,O
5658,11,2021-02-01,K
5659,14,2017-12-01,K
5660,11,2020-09-01,I
5661,11,2022-01-01,I
5662,11,2022-08-01,I
5663,11,2021-04-01,B
5664,14,2021-07-01,N
5665,14,2021-09-01,D
5666,11,2021-01-01,B
5667,14,2020-10-01,G
5668,14,2020-12-01,E
5669,11,2020-12-01,E
5670,14,2019-05-01,F
5671,14,2019-04-01,O
5672,14,2019-06-01,M
5673,14,2020-02-01,I
5674,11,2021-05-01,F
5675,14,2021-03-01,K
5676,11,2022-07-01,I
5677,14,2017-02-01,I
5678,14,2022-09-01,J
5679,14,2022-04-01,C
5680,14,2021-07-01,NA
5681,11,2022-01-01,F
5682,11,2021-10-01,E
5683,11,2022-03-01,D
5684,11,2022-02-01,I
5685,14,2022-05-01,D
5686,11,2020-12-01,B
5687,14,2019-02-01,M
5688,11,2021-02-01,O
5689,14,2020-11-01,O
5690,11,2021-04-01,E
5691,14,2021-10-01,E
5692,11,2022-05-01,I
5693,14,2019-04-01,I
5694,11,2022-02-01,I
5695,14,2018-09-01,D
5696,11,2018-07-01,O
5697,14,2022-02-01,B
5698,14,2022-11-01,O
5699,11,2021-04-01,I
5700,11,2020-02-01,I
5701,14,2021-06-01,O
5702,14,2019-05-01,I
5703,14,2021-02-01,M
5704,11,2021-12-01,N
5705,14,2018-04-01,O
5706,11,2021-07-01,O
5707,11,2022-02-01,B
5708,11,2019-08-01,B
5709,14,2021-10-01,I
5710,14,2022-01-01,G
5711,14,2020-01-01,E
5712,11,2020-08-01,B
5713,11,2018-12-01,B
5714,14,2020-05-01,F
5715,14,2021-09-01,F
5716,11,2021-03-01,M
5717,11,2022-10-01,I
5718,14,2022-10-01,K
5719,14,2019-05-01,O
5720,11,2022-04-01,H
5721,14,2019-07-01,D
5722,14,2019-07-01,M
5723,11,2021-10-01,E
5724,14,2020-10-01,O
5725,11,2021-07-01,E
5726,14,2021-02-01,B
5727,14,2022-06-01,B
5728,11,2022-02-01,O
5729,11,2021-05-01,B
5730,14,2022-07-01,O
5731,14,2021-08-01,N
5732,14,2021-04-01,K
5733,11,2021-04-01,K
5734,11,2020-10-01,N
5735,14,2019-11-01,J
5736,11,2022-05-01,I
5737,11,2020-03-01,M
5738,14,2019-04-01,O
5739,11,2021-10-01,K
5740,11,2022-09-01,I
5741,14,2021-09-01,I
5742,14,2020-11-01,E
5743,14,2020-12-01,B
5744,11,2021-06-01,N
5745,14,2019-11-01,O
5746,11,2022-02-01,I
5747,11,2021-03-01,B
5748,14,2019-06-01,B
5749,14,2021-06-01,O
5750,14,2017-12-01,E
5751,11,2021-01-01,H
5752,11,2021-08-01,I
5753,14,2021-09-01,E
5754,11,2020-09-01,O
5755,14,2022-05-01,J
5756,11,2021-11-01,J
5757,14,2020-09-01,K
5758,14,2020-08-01,K
5759,14,2020-10-01,I
5760,11,2021-06-01,I
5761,14,2021-01-01,B
5762,14,2020-01-01,N
5763,11,2021-11-01,B
5764,14,2018-04-01,E
5765,11,2021-09-01,I
5766,11,2022-08-01,K
5767,14,2020-10-01,D
5768,14,2020-12-01,K
5769,14,2017-02-01,I
5770,14,2018-12-01,J
5771,14,2021-05-01,F
5772,14,2020-06-01,K
5773,14,2022-09-01,I
5774,11,2021-12-01,B
5775,14,2021-07-01,I
5776,11,2021-06-01,I
5777,14,2020-03-01,O
5778,14,2021-07-01,I
5779,14,2018-05-01,D
5780,11,2021-07-01,E
5781,11,2022-11-01,O
5782,14,2021-02-01,E
5783,14,2021-10-01,K
5784,14,2022-03-01,I
5785,14,2019-09-01,K
5786,14,2021-02-01,I
5787,14,2021-06-01,K
5788,14,2021-10-01,I
5789,14,2022-07-01,I
5790,11,2021-08-01,M
5791,11,2022-01-01,B
5792,11,2022-04-01,I
5793,14,2020-12-01,M
5794,11,2021-06-01,I
5795,11,2021-08-01,M
5796,11,2018-11-01,I
5797,11,2021-04-01,I
5798,14,2021-10-01,I
5799,11,2019-03-01,B
5800,14,2021-11-01,K
5801,14,2020-06-01,O
5802,14,2021-06-01,E
5803,14,2022-04-01,E
5804,14,2021-06-01,E
5805,14,2020-12-01,N
5806,11,2021-10-01,O
5807,11,2022-11-01,I
5808,14,2022-03-01,D
5809,11,2020-06-01,I
5810,11,2021-06-01,L
5811,14,2022-05-01,L
5812,11,2022-07-01,K
5813,14,2021-12-01,N
5814,11,2021-06-01,I
5815,14,2022-02-01,D
5816,14,2019-01-01,F
5817,14,2019-03-01,I
5818,14,2020-10-01,D
5819,14,2020-07-01,E
5820,14,2019-06-01,I
5821,14,2020-12-01,B
5822,14,2020-09-01,J
5823,14,2021-03-01,E
5824,14,2022-10-01,M
5825,14,2020-12-01,E
5826,14,2018-10-01,F
5827,11,2021-11-01,B
5828,14,2022-05-01,M
5829,14,2022-01-01,E
5830,11,2022-03-01,K
5831,14,2021-07-01,D
5832,14,2021-03-01,K
5833,14,2019-08-01,M
5834,14,2019-03-01,F
5835,11,2021-06-01,O
5836,14,2021-05-01,J
5837,14,2020-04-01,K
5838,14,2021-05-01,N
5839,11,2021-11-01,O
5840,14,2017-12-01,I
5841,14,2020-06-01,G
5842,11,2022-09-01,B
5843,14,2018-09-01,H
5844,11,2021-09-01,I
5845,14,2019-08-01,B
5846,14,2021-05-01,I
5847,11,2021-07-01,B
5848,14,2022-07-01,K
5849,11,2021-04-01,I
5850,11,2020-11-01,O
5851,14,2020-06-01,I
5852,14,2022-06-01,I
5853,14,2021-10-01,N
5854,11,2021-02-01,I
5855,14,2021-11-01,J
5856,11,2022-04-01,N
5857,14,2021-05-01,E
5858,11,2021-11-01,O
5859,14,2020-02-01,B
5860,11,2021-12-01,I
5861,11,2020-08-01,I
5862,11,2020-05-01,K
5863,11,2022-08-01,E
5864,11,2022-04-01,I
5865,11,2022-08-01,G
5866,14,2021-03-01,J
5867,14,2019-08-01,J
5868,14,2020-12-01,I
5869,11,2021-05-01,I
5870,11,2021-03-01,B
5871,11,2022-03-01,F
5872,11,2021-02-01,O
5873,14,2020-12-01,F
5874,14,2022-09-01,B
5875,14,2021-04-01,I
5876,14,2021-03-01,F
5877,11,2022-12-01,O
5878,11,2022-08-01,B
5879,11,2021-10-01,B
5880,11,2022-04-01,I
5881,14,2021-06-01,K
5882,14,2021-04-01,J
5883,14,2021-06-01,K
5884,11,2022-02-01,I
5885,11,2021-05-01,B
5886,11,2022-08-01,O
5887,11,2021-09-01,O
5888,11,2022-04-01,M
5889,11,2022-10-01,I
5890,14,2022-05-01,E
5891,14,2020-12-01,D
5892,11,2021-03-01,N
5893,14,2019-11-01,I
5894,14,2021-11-01,D
5895,11,2021-11-01,K
5896,14,2021-10-01,I
5897,14,2021-11-01,K
5898,14,2021-06-01,N
5899,14,2019-07-01,I
5900,11,2022-03-01,E
5901,11,2020-10-01,B
5902,14,2019-12-01,K
5903,14,2018-12-01,K
5904,14,2020-01-01,F
5905,11,2022-12-01,L
5906,14,2021-05-01,I
5907,14,2017-10-01,I
5908,11,2021-01-01,E
5909,11,2020-10-01,K
5910,14,2022-03-01,K
5911,11,2020-08-01,K
5912,11,2021-08-01,I
5913,14,2022-03-01,K
5914,14,2021-09-01,K
5915,14,2019-08-01,I
5916,11,2022-01-01,I
5917,11,2022-01-01,I
5918,11,2019-12-01,I
5919,14,2019-06-01,I
5920,11,2019-06-01,K
5921,11,2020-11-01,I
5922,14,2021-05-01,E
5923,14,2021-02-01,M
5924,14,2021-04-01,B
5925,14,2019-02-01,N
5926,11,2022-04-01,I
5927,14,2018-09-01,L
5928,14,2021-08-01,J
5929,11,2020-11-01,F
5930,14,2021-10-01,N
5931,14,2021-10-01,O
5932,14,2020-03-01,F
5933,14,2021-08-01,F
5934,14,2018-04-01,I
5935,14,2021-11-01,D
5936,11,2021-04-01,K
5937,14,2020-06-01,G
5938,14,2020-11-01,E
5939,14,2020-11-01,K
5940,11,2022-03-01,I
5941,11,2021-06-01,F
5942,11,2021-06-01,I
5943,14,2021-02-01,F
5944,14,2021-09-01,O
5945,11,2021-11-01,J
5946,14,2020-06-01,O
5947,11,2022-07-01,G
5948,14,2021-05-01,I
5949,14,2019-06-01,E
5950,14,2022-11-01,J
5951,14,2018-05-01,N
5952,11,2021-08-01,B
5953,14,2018-08-01,N
5954,14,2020-01-01,E
5955,14,2021-06-01,D
5956,14,2021-03-01,B
5957,11,2022-10-01,I
5958,11,2021-03-01,I
5959,14,2020-12-01,J
5960,14,2019-10-01,I
5961,14,2019-03-01,K
5962,14,2022-08-01,O
5963,11,2021-10-01,O
5964,14,2021-11-01,F
5965,11,2021-10-01,K
5966,14,2019-12-01,O
5967,11,2020-06-01,K
5968,14,2022-11-01,N
5969,14,2021-12-01,O
5970,14,2022-07-01,M
5971,14,2022-10-01,N
5972,14,2021-10-01,E
5973,14,2022-04-01,I
5974,14,2021-02-01,O
5975,14,2018-07-01,I
5976,11,2020-10-01,I
5977,11,2020-01-01,N
5978,14,2018-11-01,F
5979,14,2021-07-01,F
5980,14,2020-08-01,N
5981,14,2019-10-01,J
5982,11,2022-10-01,G
5983,14,2021-08-01,E
5984,14,2019-06-01,E
5985,14,2022-09-01,G
5986,11,2022-09-01,N
5987,14,2021-02-01,B
5988,14,2020-11-01,I
5989,14,2020-09-01,E
5990,14,2021-07-01,K
5991,11,2022-11-01,B
5992,11,2021-09-01,K
5993,14,2018-12-01,E
5994,11,2021-12-01,I
5995,14,2019-11-01,N
5996,11,2021-06-01,H
5997,14,2019-10-01,D
5998,14,2021-11-01,O
5999,14,2021-09-01,F
6000,11,2022-06-01,I
6001,14,2021-09-01,E
6002,14,2021-10-01,B
6003,11,2020-08-01,B
6004,11,2022-11-01,M
6005,14,2020-08-01,O
6006,11,2021-09-01,G
6007,14,2019-11-01,I
6008,14,2017-11-01,E
6009,14,2019-12-01,B
6010,14,2020-09-01,N
6011,14,2021-01-01,E
6012,11,2020-12-01,I
6013,14,2019-09-01,M
6014,14,2022-07-01,H
6015,14,2020-10-01,K
6016,14,2020-06-01,B
6017,14,2019-04-01,B
6018,14,2019-10-01,K
6019,14,2019-09-01,M
6020,14,2020-12-01,E
6021,14,2021-11-01,K
6022,11,2021-10-01,M
6023,14,2021-06-01,F
6024,14,2021-10-01,B
6025,14,2022-11-01,M
6026,14,2022-07-01,D
6027,14,2021-08-01,I
6028,11,2022-07-01,O
6029,14,2020-07-01,F
6030,14,2020-03-01,B
6031,14,2022-10-01,K
6032,14,2020-06-01,I
6033,11,2019-02-01,D
6034,11,2021-05-01,I
6035,14,2021-09-01,F
6036,14,2022-05-01,F
6037,14,2019-12-01,K
6038,11,2022-06-01,K
6039,14,2021-11-01,K
6040,14,2021-07-01,M
6041,11,2021-09-01,I
6042,11,2022-05-01,B
6043,11,2021-08-01,K
6044,14,2018-12-01,M
6045,14,2022-06-01,J
6046,11,2021-09-01,I
6047,11,2020-01-01,K
6048,14,2019-11-01,J
6049,14,2017-11-01,E
6050,11,2022-05-01,B
6051,14,2018-03-01,I
6052,14,2022-02-01,N
6053,14,2020-06-01,O
6054,11,2018-12-01,K
6055,14,2020-12-01,O
6056,14,2021-10-01,N
6057,14,2017-11-01,B
6058,14,2021-07-01,I
6059,14,2022-04-01,I
6060,11,2020-02-01,I
6061,14,2020-09-01,M
6062,14,2017-12-01,I
6063,14,2020-01-01,K
6064,11,2021-03-01,O
6065,11,2019-10-01,I
6066,14,2017-09-01,N
6067,11,2021-06-01,B
6068,14,2022-08-01,F
6069,14,2017-09-01,K
6070,14,2020-10-01,I
6071,14,2021-04-01,K
6072,14,2022-07-01,J
6073,14,2022-08-01,M
6074,14,2020-10-01,E
6075,14,2018-06-01,I
6076,14,2022-01-01,I
6077,14,2017-07-01,M
6078,11,2021-01-01,K
6079,14,2018-11-01,B
6080,14,2020-08-01,B
6081,14,2022-09-01,O
6082,14,2022-04-01,M
6083,14,2020-11-01,N
6084,14,2020-06-01,A
6085,11,2021-02-01,E
6086,11,2020-01-01,O
6087,14,2020-09-01,G
6088,11,2021-07-01,K
6089,14,2022-05-01,J
6090,14,2022-12-01,J
6091,14,2019-07-01,E
6092,11,2022-04-01,K
6093,14,2019-07-01,O
6094,14,2020-04-01,K
6095,14,2021-07-01,M
6096,14,2020-07-01,E
6097,11,2021-06-01,A
6098,14,2021-07-01,I
6099,14,2021-07-01,B
6100,14,2021-08-01,M
6101,14,2019-09-01,K
6102,14,2020-10-01,J
6103,14,2016-05-01,K
6104,14,2022-07-01,J
6105,14,2020-06-01,I
6106,14,2018-07-01,O
6107,14,2018-08-01,B
6108,14,2021-08-01,J
6109,11,2022-03-01,B
6110,14,2019-05-01,F
6111,14,2022-12-01,I
6112,14,2022-05-01,C
6113,14,2019-06-01,I
6114,14,2019-04-01,B
6115,11,2022-04-01,I
6116,11,2021-02-01,I
6117,14,2022-06-01,K
6118,11,2022-01-01,I
6119,14,2021-07-01,O
6120,11,2021-12-01,I
6121,14,2019-11-01,E
6122,14,2021-12-01,E
6123,14,2020-07-01,J
6124,11,2022-10-01,I
6125,14,2022-02-01,I
6126,14,2022-01-01,K
6127,11,2021-08-01,K
6128,14,2020-12-01,H
6129,14,2019-09-01,I
6130,14,2020-10-01,E
6131,14,2022-04-01,O
6132,14,2022-06-01,N
6133,11,2021-07-01,K
6134,14,2021-08-01,B
6135,14,2019-05-01,E
6136,14,2021-09-01,L
6137,14,2019-02-01,B
6138,11,2021-01-01,K
6139,14,2017-08-01,O
6140,11,2022-05-01,I
6141,11,2021-09-01,O
6142,14,2021-11-01,M
6143,14,2019-06-01,M
6144,11,2021-02-01,I
6145,14,2020-12-01,I
6146,14,2018-01-01,J
6147,14,2020-07-01,O
6148,14,2021-02-01,M
6149,14,2019-06-01,E
6150,11,2020-07-01,I
6151,14,2022-10-01,N
6152,11,2022-05-01,I
6153,11,2021-10-01,B
6154,14,2019-10-01,E
6155,14,2019-08-01,E
6156,14,2022-04-01,I
6157,14,2017-11-01,M
6158,11,2022-02-01,I
6159,11,2021-05-01,O
6160,14,2022-07-01,K
6161,14,2022-04-01,E
6162,14,2021-08-01,M
6163,14,2021-08-01,K
6164,14,2019-04-01,F
6165,14,2021-04-01,D
6166,11,2021-11-01,E
6167,14,2022-01-01,O
6168,11,2021-08-01,E
6169,11,2020-02-01,E
6170,11,2020-12-01,I
6171,14,2022-12-01,G
6172,14,2022-07-01,O
6173,11,2022-06-01,O
6174,14,2020-02-01,E
6175,11,2021-08-01,N
6176,11,2021-03-01,I
6177,11,2022-02-01,K
6178,11,2021-03-01,J
6179,14,2020-03-01,M
6180,11,2021-08-01,J
6181,14,2019-05-01,N
6182,11,2019-04-01,E
6183,14,2017-08-01,I
6184,14,2021-08-01,E
6185,14,2022-12-01,O
6186,11,2020-01-01,N
6187,14,2022-10-01,J
6188,11,2022-08-01,J
6189,14,2019-06-01,J
6190,11,2021-04-01,B
6191,14,2018-09-01,F
6192,14,2021-08-01,I
6193,11,2021-11-01,I
6194,14,2022-08-01,K
6195,14,2019-12-01,J
6196,14,2021-05-01,I
6197,14,2020-11-01,K
6198,11,2021-09-01,I
6199,14,2020-01-01,E
6200,11,2019-12-01,I
6201,14,2019-12-01,F
6202,14,2021-11-01,I
6203,14,2018-03-01,M
6204,14,2021-08-01,O
6205,14,2021-10-01,N
6206,14,2022-01-01,K
6207,14,2019-08-01,N
6208,11,2022-05-01,I
6209,11,2021-03-01,I
6210,14,2021-12-01,B
6211,14,2017-01-01,E
6212,14,2021-10-01,I
6213,14,2021-12-01,I
6214,11,2021-10-01,O
6215,14,2019-12-01,I
6216,11,2021-03-01,N
6217,14,2022-06-01,K
6218,14,2021-08-01,M
6219,14,2020-11-01,K
6220,14,2021-01-01,M
6221,14,2021-10-01,I
6222,14,2017-03-01,K
6223,14,2019-04-01,O
6224,14,2022-03-01,K
6225,11,2021-12-01,I
6226,14,2021-06-01,O
6227,14,2018-09-01,I
6228,14,2020-02-01,F
6229,14,2021-08-01,G
6230,14,2018-01-01,I
6231,14,2022-04-01,O
6232,11,2021-04-01,M
6233,14,2021-09-01,M
6234,14,2020-11-01,F
6235,14,2017-01-01,O
6236,14,2021-06-01,K
6237,14,2018-11-01,O
6238,11,2021-06-01,N
6239,11,2022-08-01,G
6240,14,2019-01-01,I
6241,14,2022-03-01,F
6242,14,2019-08-01,K
6243,14,2019-10-01,B
6244,14,2021-03-01,K
6245,11,2021-03-01,I
6246,14,2020-09-01,N
6247,14,2020-07-01,I
6248,14,2022-07-01,M
6249,11,2020-02-01,N
6250,14,2021-11-01,M
6251,14,2017-11-01,B
6252,14,2021-09-01,E
6253,14,2021-01-01,D
6254,11,2021-11-01,J
6255,11,2021-03-01,I
6256,14,2021-01-01,B
6257,14,2019-09-01,K
6258,14,2019-09-01,N
6259,14,2020-03-01,N
6260,11,2021-07-01,B
6261,14,2020-10-01,I
6262,11,2021-09-01,I
6263,11,2021-12-01,I
6264,11,2021-12-01,E
6265,14,2021-02-01,D
6266,14,2019-04-01,I
6267,14,2022-03-01,E
6268,14,2019-05-01,M
6269,11,2021-08-01,H
6270,14,2019-07-01,N
6271,14,2022-12-01,K
6272,14,2021-01-01,J
6273,14,2019-11-01,K
6274,11,2018-09-01,O
6275,11,2022-09-01,K
6276,14,2021-05-01,B
6277,14,2019-10-01,K
6278,11,2019-09-01,N
6279,14,2016-12-01,N
6280,14,2021-10-01,O
6281,11,2021-01-01,B
6282,11,2021-08-01,I
6283,14,2020-08-01,J
6284,11,2021-03-01,B
6285,14,2019-07-01,M
6286,14,2020-02-01,N
6287,11,2022-03-01,I
6288,14,2022-01-01,H
6289,14,2021-10-01,K
6290,14,2022-08-01,B
6291,14,2019-10-01,K
6292,14,2020-06-01,J
6293,14,2020-02-01,D
6294,11,2020-11-01,K
6295,11,2020-09-01,I
6296,14,2019-08-01,K
6297,14,2021-02-01,I
6298,11,2021-07-01,M
6299,14,2021-08-01,E
6300,11,2022-05-01,B
6301,14,2017-11-01,E
6302,14,2019-01-01,I
6303,14,2021-09-01,J
6304,14,2018-01-01,E
6305,14,2020-09-01,I
6306,11,2018-10-01,F
6307,14,2018-06-01,L
6308,14,2022-12-01,D
6309,11,2021-03-01,O
6310,14,2017-04-01,I
6311,11,2022-05-01,B
6312,14,2021-09-01,J
6313,14,2020-09-01,H
6314,11,2021-11-01,I
6315,11,2019-06-01,K
6316,14,2021-10-01,E
6317,11,2020-11-01,I
6318,14,2019-07-01,K
6319,14,2020-06-01,E
6320,11,2022-06-01,I
6321,14,2018-10-01,E
6322,11,2019-09-01,K
6323,14,2020-03-01,M
6324,11,2021-08-01,K
6325,14,2019-09-01,K
6326,11,2022-04-01,B
6327,14,2018-06-01,K
6328,11,2021-08-01,O
6329,14,2018-01-01,A
6330,14,2021-08-01,B
6331,11,2021-03-01,I
6332,14,2020-07-01,F
6333,14,2021-07-01,F
6334,11,2020-10-01,I
6335,14,2022-05-01,M
6336,14,2022-05-01,M
6337,11,2021-08-01,N
6338,11,2021-04-01,B
6339,14,2020-12-01,I
6340,14,2021-03-01,O
6341,14,2021-02-01,E
6342,11,2021-08-01,F
6343,14,2019-09-01,F
6344,14,2020-06-01,I
6345,11,2021-10-01,K
6346,11,2022-08-01,O
6347,14,2021-10-01,I
6348,11,2020-01-01,A
6349,11,2021-01-01,I
6350,14,2019-10-01,I
6351,14,2017-10-01,G
6352,14,2020-05-01,K
6353,14,2021-01-01,K
6354,11,2022-07-01,B
6355,14,2022-03-01,K
6356,14,2020-01-01,J
6357,14,2020-11-01,M
6358,14,2017-10-01,O
6359,14,2022-03-01,I
6360,14,2021-11-01,N
6361,14,2020-07-01,E
6362,14,2022-06-01,B
6363,11,2019-03-01,N
6364,11,2021-04-01,N
6365,14,2021-11-01,E
6366,11,2021-07-01,B
6367,14,2021-09-01,O
6368,14,2022-11-01,O
6369,11,2019-07-01,O
6370,14,2022-05-01,F
6371,11,2021-02-01,K
6372,14,2021-09-01,I
6373,11,2021-05-01,I
6374,14,2019-08-01,F
6375,14,2021-12-01,I
6376,14,2021-09-01,O
6377,14,2017-12-01,I
6378,14,2018-06-01,E
6379,14,2019-02-01,B
6380,11,2021-12-01,I
6381,14,2020-09-01,J
6382,11,2022-10-01,I
6383,14,2020-09-01,B
6384,11,2021-10-01,F
6385,11,2021-03-01,O
6386,14,2020-09-01,B
6387,14,2020-06-01,I
6388,11,2019-03-01,N
6389,14,2022-11-01,I
6390,14,2022-01-01,F
6391,11,2021-01-01,I
6392,11,2021-12-01,I
6393,14,2018-05-01,M
6394,14,2022-07-01,N
6395,14,2019-08-01,O
6396,14,2019-05-01,F
6397,14,2022-03-01,D
6398,14,2019-03-01,O
6399,14,2019-04-01,I
6400,14,2021-11-01,E
6401,14,2021-04-01,I
6402,11,2020-10-01,I
6403,14,2018-02-01,H
6404,14,2018-10-01,I
6405,14,2022-08-01,F
6406,11,2021-02-01,I
6407,11,2021-12-01,J
6408,14,2021-01-01,H
6409,11,2021-12-01,N
6410,11,2020-11-01,I
6411,14,2019-12-01,K
6412,14,2022-02-01,B
6413,14,2021-10-01,F
6414,14,2021-09-01,M
6415,14,2021-01-01,N
6416,14,2019-10-01,J
6417,14,2020-01-01,I
6418,11,2019-08-01,K
6419,14,2021-12-01,M
6420,11,2022-02-01,I
6421,11,2022-11-01,O
6422,14,2021-12-01,J
6423,14,2019-04-01,K
6424,14,2017-12-01,E
6425,14,2021-06-01,B
6426,14,2017-08-01,J
6427,11,2022-01-01,I
6428,11,2018-12-01,F
6429,11,2021-08-01,B
6430,14,2020-07-01,I
6431,14,2022-10-01,K
6432,14,2021-06-01,E
6433,11,2021-06-01,N
6434,11,2021-07-01,M
6435,11,2022-06-01,I
6436,11,2019-02-01,E
6437,14,2020-11-01,K
6438,11,2022-08-01,O
6439,14,2018-05-01,K
6440,14,2019-09-01,M
6441,14,2020-10-01,B
6442,14,2020-10-01,E
6443,14,2019-06-01,K
6444,14,2021-12-01,I
6445,11,2020-03-01,I
6446,14,2019-05-01,F
6447,11,2022-06-01,K
6448,11,2022-09-01,I
6449,14,2021-03-01,N
6450,14,2018-09-01,B
6451,11,2022-08-01,I
6452,14,2022-03-01,I
6453,11,2021-04-01,B
6454,11,2021-02-01,B
6455,14,2022-12-01,K
6456,14,2020-11-01,M
6457,11,2020-10-01,K
6458,14,2018-01-01,K
6459,14,2021-06-01,I
6460,14,2022-08-01,K
6461,14,2022-07-01,E
6462,14,2019-08-01,F
6463,11,2022-08-01,K
6464,14,2022-04-01,D
6465,14,2021-04-01,E
6466,11,2022-03-01,M
6467,11,2021-01-01,I
6468,14,2020-06-01,D
6469,14,2022-09-01,K
6470,14,2022-03-01,I
6471,11,2021-10-01,J
6472,14,2021-05-01,G
6473,14,2020-08-01,N
6474,14,2021-04-01,I
6475,14,2020-09-01,E
6476,14,2021-03-01,J
6477,14,2021-06-01,D
6478,14,2021-01-01,O
6479,14,2021-08-01,B
6480,14,2022-04-01,E
6481,14,2021-11-01,B
6482,14,2021-04-01,I
6483,14,2021-11-01,E
6484,14,2021-09-01,N
6485,14,2020-09-01,K
6486,14,2021-05-01,E
6487,14,2021-11-01,I
6488,14,2021-08-01,K
6489,11,2020-07-01,K
6490,14,2019-05-01,O
6491,14,2019-07-01,F
6492,14,2020-12-01,H
6493,14,2021-09-01,K
6494,14,2022-03-01,A
6495,11,2020-05-01,F
6496,14,2022-08-01,K
6497,14,2022-05-01,B
6498,11,2021-08-01,O
6499,14,2020-02-01,I
6500,14,2021-02-01,K
6501,14,2020-02-01,K
6502,14,2019-04-01,N
6503,11,2021-09-01,B
6504,14,2019-10-01,I
6505,11,2020-07-01,F
6506,14,2019-10-01,E
6507,14,2022-10-01,K
6508,11,2021-09-01,B
6509,14,2021-03-01,F
6510,14,2020-12-01,B
6511,14,2021-02-01,E
6512,14,2021-11-01,F
6513,14,2020-01-01,K
6514,14,2020-01-01,I
6515,14,2021-06-01,K
6516,11,2022-06-01,O
6517,11,2020-11-01,I
6518,14,2021-05-01,I
6519,14,2021-07-01,I
6520,14,2020-04-01,N
6521,14,2021-07-01,K
6522,11,2022-08-01,B
6523,11,2021-08-01,I
6524,14,2022-02-01,N
6525,14,2021-12-01,F
6526,14,2022-06-01,F
6527,14,2022-11-01,G
6528,14,2019-07-01,J
6529,14,2020-09-01,G
6530,11,2019-06-01,F
6531,14,2020-10-01,N
6532,14,2020-11-01,A
6533,14,2021-08-01,B
6534,14,2020-12-01,F
6535,14,2015-06-01,H
6536,14,2019-11-01,B
6537,14,2020-12-01,I
6538,14,2020-07-01,I
6539,14,2021-07-01,D
6540,11,2022-04-01,I
6541,11,2021-04-01,J
6542,14,2021-11-01,H
6543,14,2018-05-01,F
6544,14,2019-11-01,I
6545,14,2021-07-01,M
6546,14,2021-11-01,O
6547,14,2020-03-01,F
6548,14,2020-12-01,D
6549,14,2021-12-01,K
6550,11,2021-08-01,I
6551,14,2020-09-01,J
6552,14,2018-08-01,M
6553,14,2021-12-01,F
6554,11,2022-02-01,K
6555,11,2022-01-01,O
6556,14,2022-04-01,M
6557,14,2020-10-01,K
6558,11,2021-09-01,F
6559,14,2021-06-01,K
6560,14,2021-03-01,O
6561,14,2020-09-01,B
6562,14,2020-01-01,N
6563,14,2021-05-01,K
6564,14,2022-10-01,M
6565,11,2022-02-01,B
6566,14,2021-05-01,O
6567,14,2020-03-01,K
6568,14,2021-07-01,E
6569,14,2021-03-01,J
6570,14,2017-09-01,I
6571,14,2020-09-01,O
6572,14,2020-06-01,G
6573,14,2022-05-01,I
6574,14,2021-06-01,O
6575,14,2018-10-01,F
6576,11,2022-09-01,I
6577,14,2021-05-01,I
6578,14,2021-08-01,I
6579,14,2019-01-01,G
6580,14,2021-11-01,G
6581,14,2020-10-01,J
6582,14,2022-09-01,N
6583,14,2022-05-01,K
6584,14,2020-11-01,D
6585,14,2018-04-01,N
6586,14,2021-07-01,F
6587,14,2021-06-01,J
6588,14,2021-01-01,O
6589,14,2017-07-01,O
6590,14,2021-02-01,H
6591,14,2021-08-01,O
6592,14,2021-10-01,N
6593,14,2021-02-01,K
6594,11,2021-01-01,B
6595,11,2021-10-01,I
6596,14,2021-07-01,N
6597,14,2022-07-01,M
6598,11,2020-08-01,E
6599,14,2021-04-01,K
6600,14,2021-09-01,I
6601,14,2020-06-01,K
6602,11,2022-10-01,E
6603,14,2018-10-01,N
6604,14,2020-08-01,I
6605,11,2020-09-01,I
6606,14,2021-12-01,F
6607,11,2020-12-01,E
6608,14,2021-09-01,K
6609,11,2022-11-01,I
6610,14,2021-10-01,O
6611,14,2020-12-01,K
6612,11,2022-10-01,B
6613,14,2022-12-01,D
6614,14,2021-08-01,I
6615,14,2022-03-01,K
6616,14,2018-10-01,E
6617,14,2019-11-01,F
6618,14,2020-08-01,M
6619,11,2021-05-01,B
6620,14,2020-08-01,K
6621,14,2020-12-01,N
6622,14,2021-10-01,K
6623,14,2020-06-01,I
6624,14,2021-05-01,K
6625,14,2019-07-01,I
6626,14,2021-09-01,L
6627,11,2020-02-01,B
6628,14,2019-07-01,I
6629,14,2018-03-01,I
